#node	identifier	category	term ID	term description
EDAR	9606.ENSP00000258443	Monarch	HP:0012471	Thick vermilion border
EDAR	9606.ENSP00000258443	Monarch	HP:0012472	Eclabion
EDAR	9606.ENSP00000258443	Monarch	HP:0012647	Abnormal inflammatory response
EDAR	9606.ENSP00000258443	Monarch	HP:0012649	Increased inflammatory response
EDAR	9606.ENSP00000258443	Monarch	HP:0025276	Abnormality of skin adnexa physiology
EDAR	9606.ENSP00000258443	Monarch	HP:0030669	Abnormal ocular adnexa morphology
EDAR	9606.ENSP00000258443	Monarch	HP:0031816	Abnormal oral morphology
EDAR	9606.ENSP00000258443	Monarch	HP:0032039	Abnormality of the ocular adnexa
EDAR	9606.ENSP00000258443	Monarch	HP:0033127	Abnormality of the musculoskeletal system
EDAR	9606.ENSP00000258443	Monarch	HP:0040170	Abnormality of hair growth
EDAR	9606.ENSP00000258443	Monarch	HP:0100678	Premature skin wrinkling
EDAR	9606.ENSP00000258443	Monarch	HP:0100840	Aplasia/Hypoplasia of the eyebrow
EDAR	9606.ENSP00000258443	Monarch	HP:0200102	Sparse or absent eyelashes
EDAR	9606.ENSP00000258443	Monarch	HP:0430000	Abnormal frontal bone morphology
EDAR	9606.ENSP00000258443	UniProt Keywords	KW-0025	Alternative splicing
EDAR	9606.ENSP00000258443	UniProt Keywords	KW-0038	Ectodermal dysplasia
EDAR	9606.ENSP00000258443	UniProt Keywords	KW-0053	Apoptosis
EDAR	9606.ENSP00000258443	UniProt Keywords	KW-0217	Developmental protein
EDAR	9606.ENSP00000258443	UniProt Keywords	KW-0221	Differentiation
EDAR	9606.ENSP00000258443	UniProt Keywords	KW-0325	Glycoprotein
EDAR	9606.ENSP00000258443	UniProt Keywords	KW-0472	Membrane
EDAR	9606.ENSP00000258443	UniProt Keywords	KW-0675	Receptor
EDAR	9606.ENSP00000258443	UniProt Keywords	KW-0677	Repeat
EDAR	9606.ENSP00000258443	UniProt Keywords	KW-0732	Signal
EDAR	9606.ENSP00000258443	UniProt Keywords	KW-0812	Transmembrane
EDAR	9606.ENSP00000258443	UniProt Keywords	KW-1015	Disulfide bond
EDAR	9606.ENSP00000258443	UniProt Keywords	KW-1133	Transmembrane helix
EDAR	9606.ENSP00000258443	InterPro	IPR011029	Death-like domain superfamily
EDAR	9606.ENSP00000258443	InterPro	IPR034052	Tumor necrosis factor receptor EDAR, N-terminal
EDAR	9606.ENSP00000258443	InterPro	IPR047526	Tumor necrosis factor receptor superfamily member 19/27/EDAR
EEF1A1	9606.ENSP00000339063	GO Process	GO:0006412	Translation
EEF1A1	9606.ENSP00000339063	GO Process	GO:0006414	Translational elongation
EEF1A1	9606.ENSP00000339063	GO Process	GO:0006417	Regulation of translation
EEF1A1	9606.ENSP00000339063	GO Process	GO:0006518	Peptide metabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0006807	Nitrogen compound metabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0008152	Metabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0009058	Biosynthetic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0009059	Macromolecule biosynthetic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0009719	Response to endogenous stimulus
EEF1A1	9606.ENSP00000339063	GO Process	GO:0009889	Regulation of biosynthetic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0009894	Regulation of catabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0009987	Cellular process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0010033	Response to organic substance
EEF1A1	9606.ENSP00000339063	GO Process	GO:0010467	Gene expression
EEF1A1	9606.ENSP00000339063	GO Process	GO:0010468	Regulation of gene expression
EEF1A1	9606.ENSP00000339063	GO Process	GO:0010506	Regulation of autophagy
EEF1A1	9606.ENSP00000339063	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0010608	Post-transcriptional regulation of gene expression
EEF1A1	9606.ENSP00000339063	GO Process	GO:0019220	Regulation of phosphate metabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0019222	Regulation of metabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0019538	Protein metabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0031323	Regulation of cellular metabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0031326	Regulation of cellular biosynthetic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0031329	Regulation of cellular catabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0034248	Regulation of cellular amide metabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0034645	Cellular macromolecule biosynthetic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0042176	Regulation of protein catabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0042221	Response to chemical
EEF1A1	9606.ENSP00000339063	GO Process	GO:0042325	Regulation of phosphorylation
EEF1A1	9606.ENSP00000339063	GO Process	GO:0043043	Peptide biosynthetic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0043170	Macromolecule metabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0043549	Regulation of kinase activity
EEF1A1	9606.ENSP00000339063	GO Process	GO:0043603	Cellular amide metabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0043604	Amide biosynthetic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0044237	Cellular metabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0044238	Primary metabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0044249	Cellular biosynthetic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0044260	Cellular macromolecule metabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0044271	Cellular nitrogen compound biosynthetic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0050789	Regulation of biological process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0050790	Regulation of catalytic activity
EEF1A1	9606.ENSP00000339063	GO Process	GO:0050794	Regulation of cellular process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0050896	Response to stimulus
EEF1A1	9606.ENSP00000339063	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0051174	Regulation of phosphorus metabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0051246	Regulation of protein metabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0051338	Regulation of transferase activity
EEF1A1	9606.ENSP00000339063	GO Process	GO:0051716	Cellular response to stimulus
EEF1A1	9606.ENSP00000339063	GO Process	GO:0060255	Regulation of macromolecule metabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0065007	Biological regulation
EEF1A1	9606.ENSP00000339063	GO Process	GO:0065009	Regulation of molecular function
EEF1A1	9606.ENSP00000339063	GO Process	GO:0070848	Response to growth factor
EEF1A1	9606.ENSP00000339063	GO Process	GO:0070849	Response to epidermal growth factor
EEF1A1	9606.ENSP00000339063	GO Process	GO:0070887	Cellular response to chemical stimulus
EEF1A1	9606.ENSP00000339063	GO Process	GO:0071310	Cellular response to organic substance
EEF1A1	9606.ENSP00000339063	GO Process	GO:0071363	Cellular response to growth factor stimulus
EEF1A1	9606.ENSP00000339063	GO Process	GO:0071364	Cellular response to epidermal growth factor stimulus
EEF1A1	9606.ENSP00000339063	GO Process	GO:0071495	Cellular response to endogenous stimulus
EEF1A1	9606.ENSP00000339063	GO Process	GO:0071704	Organic substance metabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:0080090	Regulation of primary metabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:1900022	Regulation of D-erythro-sphingosine kinase activity
EEF1A1	9606.ENSP00000339063	GO Process	GO:1901564	Organonitrogen compound metabolic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:1901566	Organonitrogen compound biosynthetic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:1901576	Organic substance biosynthetic process
EEF1A1	9606.ENSP00000339063	GO Process	GO:1904714	Regulation of chaperone-mediated autophagy
EEF1A1	9606.ENSP00000339063	GO Process	GO:2000112	Regulation of cellular macromolecule biosynthetic process
EEF1A1	9606.ENSP00000339063	GO Function	GO:0000049	tRNA binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0000166	Nucleotide binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0003676	Nucleic acid binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0003723	RNA binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0003746	Translation elongation factor activity
EEF1A1	9606.ENSP00000339063	GO Function	GO:0003824	Catalytic activity
EEF1A1	9606.ENSP00000339063	GO Function	GO:0003924	GTPase activity
EEF1A1	9606.ENSP00000339063	GO Function	GO:0005488	Binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0005515	Protein binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0005516	Calmodulin binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0005525	GTP binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0008135	Translation factor activity, RNA binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0016462	Pyrophosphatase activity
EEF1A1	9606.ENSP00000339063	GO Function	GO:0016787	Hydrolase activity
EEF1A1	9606.ENSP00000339063	GO Function	GO:0016817	Hydrolase activity, acting on acid anhydrides
EEF1A1	9606.ENSP00000339063	GO Function	GO:0016818	Hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
EEF1A1	9606.ENSP00000339063	GO Function	GO:0017076	Purine nucleotide binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0017111	Nucleoside-triphosphatase activity
EEF1A1	9606.ENSP00000339063	GO Function	GO:0019001	Guanyl nucleotide binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0019899	Enzyme binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0019900	Kinase binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0019901	Protein kinase binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0032553	Ribonucleotide binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0032555	Purine ribonucleotide binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0032561	Guanyl ribonucleotide binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0036094	Small molecule binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0043167	Ion binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0043168	Anion binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0045182	Translation regulator activity
EEF1A1	9606.ENSP00000339063	GO Function	GO:0090079	Translation regulator activity, nucleic acid binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0097159	Organic cyclic compound binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:0097367	Carbohydrate derivative binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:1901265	Nucleoside phosphate binding
EEF1A1	9606.ENSP00000339063	GO Function	GO:1901363	Heterocyclic compound binding
EEF1A1	9606.ENSP00000339063	GO Component	GO:0000323	Lytic vacuole
EEF1A1	9606.ENSP00000339063	GO Component	GO:0001726	Ruffle
EEF1A1	9606.ENSP00000339063	GO Component	GO:0005576	Extracellular region
EEF1A1	9606.ENSP00000339063	GO Component	GO:0005615	Extracellular space
EEF1A1	9606.ENSP00000339063	GO Component	GO:0005622	Intracellular anatomical structure
EEF1A1	9606.ENSP00000339063	GO Component	GO:0005634	Nucleus
EEF1A1	9606.ENSP00000339063	GO Component	GO:0005730	Nucleolus
EEF1A1	9606.ENSP00000339063	GO Component	GO:0005737	Cytoplasm
EEF1A1	9606.ENSP00000339063	GO Component	GO:0005764	Lysosome
EEF1A1	9606.ENSP00000339063	GO Component	GO:0005765	Lysosomal membrane
EEF1A1	9606.ENSP00000339063	GO Component	GO:0005773	Vacuole
EEF1A1	9606.ENSP00000339063	GO Component	GO:0005774	Vacuolar membrane
EEF1A1	9606.ENSP00000339063	GO Component	GO:0005829	Cytosol
EEF1A1	9606.ENSP00000339063	GO Component	GO:0005853	Eukaryotic translation elongation factor 1 complex
EEF1A1	9606.ENSP00000339063	GO Component	GO:0005856	Cytoskeleton
EEF1A1	9606.ENSP00000339063	GO Component	GO:0005886	Plasma membrane
EEF1A1	9606.ENSP00000339063	GO Component	GO:0005938	Cell cortex
EEF1A1	9606.ENSP00000339063	GO Component	GO:0012505	Endomembrane system
EEF1A1	9606.ENSP00000339063	GO Component	GO:0015629	Actin cytoskeleton
EEF1A1	9606.ENSP00000339063	GO Component	GO:0016020	Membrane
EEF1A1	9606.ENSP00000339063	GO Component	GO:0030141	Secretory granule
EEF1A1	9606.ENSP00000339063	GO Component	GO:0030863	Cortical cytoskeleton
EEF1A1	9606.ENSP00000339063	GO Component	GO:0030864	Cortical actin cytoskeleton
EEF1A1	9606.ENSP00000339063	GO Component	GO:0031090	Organelle membrane
EEF1A1	9606.ENSP00000339063	GO Component	GO:0031252	Cell leading edge
EEF1A1	9606.ENSP00000339063	GO Component	GO:0031253	Cell projection membrane
EEF1A1	9606.ENSP00000339063	GO Component	GO:0031256	Leading edge membrane
EEF1A1	9606.ENSP00000339063	GO Component	GO:0031410	Cytoplasmic vesicle
EEF1A1	9606.ENSP00000339063	GO Component	GO:0031974	Membrane-enclosed lumen
EEF1A1	9606.ENSP00000339063	GO Component	GO:0031981	Nuclear lumen
EEF1A1	9606.ENSP00000339063	GO Component	GO:0031982	Vesicle
EEF1A1	9606.ENSP00000339063	GO Component	GO:0031983	Vesicle lumen
EEF1A1	9606.ENSP00000339063	GO Component	GO:0032587	Ruffle membrane
EEF1A1	9606.ENSP00000339063	GO Component	GO:0032991	Protein-containing complex
EEF1A1	9606.ENSP00000339063	GO Component	GO:0034774	Secretory granule lumen
EEF1A1	9606.ENSP00000339063	GO Component	GO:0042995	Cell projection
EEF1A1	9606.ENSP00000339063	GO Component	GO:0043226	Organelle
EEF1A1	9606.ENSP00000339063	GO Component	GO:0043227	Membrane-bounded organelle
EEF1A1	9606.ENSP00000339063	GO Component	GO:0043228	Non-membrane-bounded organelle
EEF1A1	9606.ENSP00000339063	GO Component	GO:0043229	Intracellular organelle
EEF1A1	9606.ENSP00000339063	GO Component	GO:0043230	Extracellular organelle
EEF1A1	9606.ENSP00000339063	GO Component	GO:0043231	Intracellular membrane-bounded organelle
EEF1A1	9606.ENSP00000339063	GO Component	GO:0043232	Intracellular non-membrane-bounded organelle
EEF1A1	9606.ENSP00000339063	GO Component	GO:0043233	Organelle lumen
EEF1A1	9606.ENSP00000339063	GO Component	GO:0060205	Cytoplasmic vesicle lumen
EEF1A1	9606.ENSP00000339063	GO Component	GO:0065010	Extracellular membrane-bounded organelle
EEF1A1	9606.ENSP00000339063	GO Component	GO:0070013	Intracellular organelle lumen
EEF1A1	9606.ENSP00000339063	GO Component	GO:0070062	Extracellular exosome
EEF1A1	9606.ENSP00000339063	GO Component	GO:0071944	Cell periphery
EEF1A1	9606.ENSP00000339063	GO Component	GO:0097708	Intracellular vesicle
EEF1A1	9606.ENSP00000339063	GO Component	GO:0098552	Side of membrane
EEF1A1	9606.ENSP00000339063	GO Component	GO:0098562	Cytoplasmic side of membrane
EEF1A1	9606.ENSP00000339063	GO Component	GO:0098574	Cytoplasmic side of lysosomal membrane
EEF1A1	9606.ENSP00000339063	GO Component	GO:0098588	Bounding membrane of organelle
EEF1A1	9606.ENSP00000339063	GO Component	GO:0098590	Plasma membrane region
EEF1A1	9606.ENSP00000339063	GO Component	GO:0098852	Lytic vacuole membrane
EEF1A1	9606.ENSP00000339063	GO Component	GO:0099503	Secretory vesicle
EEF1A1	9606.ENSP00000339063	GO Component	GO:0101002	ficolin-1-rich granule
EEF1A1	9606.ENSP00000339063	GO Component	GO:0110165	Cellular anatomical entity
EEF1A1	9606.ENSP00000339063	GO Component	GO:0120025	Plasma membrane bounded cell projection
EEF1A1	9606.ENSP00000339063	GO Component	GO:1903561	Extracellular vesicle
EEF1A1	9606.ENSP00000339063	GO Component	GO:1904813	ficolin-1-rich granule lumen
EEF1A1	9606.ENSP00000339063	STRING clusters	CL:112	Mixed, incl. Eukaryotic Translation Elongation, and This family consists of several GAGE and XAGE proteins which are found exclusively in humans. The function of this family is unknown although they have been implicated in human cancers (PMID:11992404)
EEF1A1	9606.ENSP00000339063	STRING clusters	CL:114	Mixed, incl. Eukaryotic Translation Elongation, and This family consists of several GAGE and XAGE proteins which are found exclusively in humans. The function of this family is unknown although they have been implicated in human cancers (PMID:11992404)
EEF1A1	9606.ENSP00000339063	STRING clusters	CL:118	Eukaryotic Translation Elongation, and This family consists of several GAGE and XAGE proteins which are found exclusively in humans. The function of this family is unknown although they have been implicated in human cancers (PMID:11992404)
EEF1A1	9606.ENSP00000339063	STRING clusters	CL:121	Eukaryotic Translation Elongation, and This family consists of several GAGE and XAGE proteins which are found exclusively in humans. The function of this family is unknown although they have been implicated in human cancers (PMID:11992404)
EEF1A1	9606.ENSP00000339063	STRING clusters	CL:125	Eukaryotic Translation Elongation, and This family consists of several GAGE and XAGE proteins which are found exclusively in humans. The function of this family is unknown although they have been implicated in human cancers (PMID:11992404)
EEF1A1	9606.ENSP00000339063	STRING clusters	CL:130	Eukaryotic Translation Elongation, and This family consists of several GAGE and XAGE proteins which are found exclusively in humans. The function of this family is unknown although they have been implicated in human cancers (PMID:11992404)
EEF1A1	9606.ENSP00000339063	STRING clusters	CL:133	Eukaryotic Translation Elongation, and Positive regulation of cyclin-dependent protein serine/threonine kinase activity
EEF1A1	9606.ENSP00000339063	STRING clusters	CL:135	Eukaryotic Translation Elongation, and Positive regulation of cyclin-dependent protein serine/threonine kinase activity
EEF1A1	9606.ENSP00000339063	STRING clusters	CL:140	Eukaryotic Translation Elongation, and Sec61 translocon complex
EEF1A1	9606.ENSP00000339063	STRING clusters	CL:361	Eukaryotic translation elongation factor 1 complex
EEF1A1	9606.ENSP00000339063	KEGG	hsa03013	RNA transport
EEF1A1	9606.ENSP00000339063	KEGG	hsa05134	Legionellosis
EEF1A1	9606.ENSP00000339063	KEGG	hsa05140	Leishmaniasis
EEF1A1	9606.ENSP00000339063	Reactome	HSA-156842	Eukaryotic Translation Elongation
EEF1A1	9606.ENSP00000339063	Reactome	HSA-156902	Peptide chain elongation
EEF1A1	9606.ENSP00000339063	Reactome	HSA-1643685	Disease
EEF1A1	9606.ENSP00000339063	Reactome	HSA-168249	Innate Immune System
EEF1A1	9606.ENSP00000339063	Reactome	HSA-168256	Immune System
EEF1A1	9606.ENSP00000339063	Reactome	HSA-2262752	Cellular responses to stress
EEF1A1	9606.ENSP00000339063	Reactome	HSA-3371511	HSF1 activation
EEF1A1	9606.ENSP00000339063	Reactome	HSA-3371556	Cellular response to heat stress
EEF1A1	9606.ENSP00000339063	Reactome	HSA-392499	Metabolism of proteins
EEF1A1	9606.ENSP00000339063	Reactome	HSA-5663205	Infectious disease
EEF1A1	9606.ENSP00000339063	Reactome	HSA-597592	Post-translational protein modification
EEF1A1	9606.ENSP00000339063	Reactome	HSA-6798695	Neutrophil degranulation
EEF1A1	9606.ENSP00000339063	Reactome	HSA-72766	Translation
EEF1A1	9606.ENSP00000339063	Reactome	HSA-8876725	Protein methylation
EEF1A1	9606.ENSP00000339063	Reactome	HSA-8953897	Cellular responses to stimuli
EEF1A1	9606.ENSP00000339063	Reactome	HSA-9612973	Autophagy
EEF1A1	9606.ENSP00000339063	Reactome	HSA-9613829	Chaperone Mediated Autophagy
EEF1A1	9606.ENSP00000339063	Reactome	HSA-9678108	SARS-CoV-1 Infection
EEF1A1	9606.ENSP00000339063	Reactome	HSA-9679506	SARS-CoV Infections
EEF1A1	9606.ENSP00000339063	Reactome	HSA-9692914	SARS-CoV-1-host interactions
EEF1A1	9606.ENSP00000339063	Reactome	HSA-9735869	SARS-CoV-1 modulates host translation machinery
EEF1A1	9606.ENSP00000339063	WikiPathways	WP107	Translation factors
EEF1A1	9606.ENSP00000339063	WikiPathways	WP4549	Fragile X syndrome
EEF1A1	9606.ENSP00000339063	WikiPathways	WP5224	2q37 copy number variation syndrome
EEF1A1	9606.ENSP00000339063	DISEASES	DOID:0014667	Disease of metabolism
EEF1A1	9606.ENSP00000339063	DISEASES	DOID:0050177	Monogenic disease
EEF1A1	9606.ENSP00000339063	DISEASES	DOID:0050636	Familial visceral amyloidosis
EEF1A1	9606.ENSP00000339063	DISEASES	DOID:0050736	Autosomal dominant disease
EEF1A1	9606.ENSP00000339063	DISEASES	DOID:0050739	Autosomal genetic disease
EEF1A1	9606.ENSP00000339063	DISEASES	DOID:4	Disease
EEF1A1	9606.ENSP00000339063	DISEASES	DOID:630	Genetic disease
EEF1A1	9606.ENSP00000339063	DISEASES	DOID:655	Inherited metabolic disorder
EEF1A1	9606.ENSP00000339063	DISEASES	DOID:9120	Amyloidosis
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000020	Abdomen
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000042	Animal
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000058	Alimentary canal
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000080	Male reproductive gland
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000081	Reproductive system
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000082	Male reproductive system
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000083	Female reproductive system
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000088	Cardiovascular system
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000089	Blood
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000091	Ascites
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000123	Bladder
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000140	Bone
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000142	Brain
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000174	Embryonic structure
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000202	Sense organ
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000203	Respiratory system
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000227	Central nervous system
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000254	Female reproductive gland
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000282	Head
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000284	Organism form
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000345	Digestive gland
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000368	Ear
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000420	Neck
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000421	Connective tissue
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000431	Excretory gland
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000439	Eye
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000449	Fetus
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000511	Gastrointestinal tract
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000522	Gland
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000534	Gonad
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000562	Heart
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000570	Hematopoietic system
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000580	Blood cancer cell
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000586	Colonic cancer cell
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000634	Integument
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000648	Intestine
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000671	Kidney
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000753	Lymphoid tissue
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000759	Liver
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000763	Lung
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000785	Lymphoma cell
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000828	Throat
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000855	Lymph
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000887	Muscle
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000925	Nerve
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000959	Esophagus
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000975	Ovary
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000988	Pancreas
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0000997	Parathyroid gland
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001023	Ovary cancer cell
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001049	Pharynx
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001078	Placenta
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001085	Vascular system
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001090	Mouth
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001129	Prostate gland
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001208	Larynx
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001244	Urinary tract
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001253	Skin
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001281	Spleen
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001307	Stomach
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001363	Testis
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001368	Thorax
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001374	Thymus
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001379	Thyroid gland
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001387	Tonsil
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001388	Trachea
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001421	Uterine cervix
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001424	Uterus
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001484	Nervous system
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001485	Muscular system
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001486	Skeletal system
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001488	Endocrine gland
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001489	Whole body
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001491	Viscus
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001493	Trunk
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001533	Gastrointestinal cancer cell
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0001690	B-cell lymphoma cell
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0003091	Urogenital system
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0003092	Urinary system
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0003096	Internal male genital organ
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0003099	Internal female genital organ
EEF1A1	9606.ENSP00000339063	TISSUES	BTO:0005810	Immune system
EEF1A1	9606.ENSP00000339063	COMPARTMENTS	GOCC:0000323	Lytic vacuole
EEF1A1	9606.ENSP00000339063	COMPARTMENTS	GOCC:0001726	Ruffle
